reduction_method,clustering_method,session,id,timestamp,params,output,notes
umap,agglomerative,s1.1,d00,24-07-26 17:35,"{""reduction_params"": {""n_neighbors"": 5, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0}, ""clustering_base_params"": {""n_clusters"": 4, ""linkage"": ""ward""}, ""clustering_tuning_grid"": {""n_clusters"": [2, 3, 4, 5, 6, 8, 10]}}",results/lesion/dim_reduction_clustering/umap/agglomerative/tuning/24-07_s1.1_d00,re-run spectral tuning to regenerate plot with corrected title (compose_cluster_plot_title fix)
umap,gmm,s1.1,d00,24-07-26 17:35,"{""reduction_params"": {""n_neighbors"": 5, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0}, ""clustering_base_params"": {""n_components"": 4, ""random_state"": 0}, ""clustering_tuning_grid"": {""n_components"": [2, 3, 4, 5, 6, 8, 10]}}",results/lesion/dim_reduction_clustering/umap/gmm/tuning/24-07_s1.1_d00,re-run spectral tuning to regenerate plot with corrected title (compose_cluster_plot_title fix)
umap,dbscan,s1.1,d00,24-07-26 17:35,"{""reduction_params"": {""n_neighbors"": 5, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0}, ""clustering_base_params"": {""eps"": 0.5, ""min_samples"": 5}, ""clustering_tuning_grid"": {""eps"": [0.3, 0.5, 0.7, 1.0, 1.5, 2.0]}}",results/lesion/dim_reduction_clustering/umap/dbscan/tuning/24-07_s1.1_d00,re-run spectral tuning to regenerate plot with corrected title (compose_cluster_plot_title fix)
umap,spectral,s1.1,d00,24-07-26 17:35,"{""reduction_params"": {""n_neighbors"": 5, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0}, ""clustering_base_params"": {""n_clusters"": 4, ""affinity"": ""nearest_neighbors"", ""n_neighbors"": 50, ""random_state"": 0}, ""clustering_tuning_grid"": {""n_clusters"": [2, 3, 4, 5, 6, 8, 10]}}",results/lesion/dim_reduction_clustering/umap/spectral/tuning/24-07_s1.1_d00,re-run spectral tuning to regenerate plot with corrected title (compose_cluster_plot_title fix)
umap,kmeans,s1.1,d00,25-07-26 17:48,"{""reduction_params"": {""n_neighbors"": 5, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0}, ""clustering_base_params"": {""n_clusters"": 4, ""random_state"": 0, ""n_init"": ""auto""}, ""clustering_tuning_grid"": {""n_clusters"": [2, 3, 4, 5, 6, 8, 10]}}",results/lesion/dim_reduction_clustering/umap/kmeans/tuning/25-07_s1.1_d00,re-run tuning to regenerate plots with the new square-grid layout (plot_clustering_tuning_metrics)
umap,agglomerative,s1.1,d00,25-07-26 17:48,"{""reduction_params"": {""n_neighbors"": 5, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0}, ""clustering_base_params"": {""n_clusters"": 4, ""linkage"": ""ward""}, ""clustering_tuning_grid"": {""n_clusters"": [2, 3, 4, 5, 6, 8, 10]}}",results/lesion/dim_reduction_clustering/umap/agglomerative/tuning/25-07_s1.1_d00,re-run tuning to regenerate plots with the new square-grid layout (plot_clustering_tuning_metrics)
umap,gmm,s1.1,d00,25-07-26 17:48,"{""reduction_params"": {""n_neighbors"": 5, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0}, ""clustering_base_params"": {""n_components"": 4, ""random_state"": 0}, ""clustering_tuning_grid"": {""n_components"": [2, 3, 4, 5, 6, 8, 10]}}",results/lesion/dim_reduction_clustering/umap/gmm/tuning/25-07_s1.1_d00,re-run tuning to regenerate plots with the new square-grid layout (plot_clustering_tuning_metrics)
umap,dbscan,s1.1,d00,25-07-26 17:48,"{""reduction_params"": {""n_neighbors"": 5, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0}, ""clustering_base_params"": {""eps"": 0.5, ""min_samples"": 5}, ""clustering_tuning_grid"": {""eps"": [0.3, 0.5, 0.7, 1.0, 1.5, 2.0]}}",results/lesion/dim_reduction_clustering/umap/dbscan/tuning/25-07_s1.1_d00,re-run tuning to regenerate plots with the new square-grid layout (plot_clustering_tuning_metrics)
umap,spectral,s1.1,d00,25-07-26 17:48,"{""reduction_params"": {""n_neighbors"": 5, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0}, ""clustering_base_params"": {""n_clusters"": 4, ""affinity"": ""nearest_neighbors"", ""n_neighbors"": 50, ""random_state"": 0}, ""clustering_tuning_grid"": {""n_clusters"": [2, 3, 4, 5, 6, 8, 10]}}",results/lesion/dim_reduction_clustering/umap/spectral/tuning/25-07_s1.1_d00,re-run tuning to regenerate plots with the new square-grid layout (plot_clustering_tuning_metrics)
umap,spectral,s1.1,d00,26-07-26 15:56,"{""reduction_params"": {""n_neighbors"": 5, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0}, ""clustering_base_params"": {""n_clusters"": 4, ""affinity"": ""nearest_neighbors"", ""n_neighbors"": 50, ""random_state"": 0}, ""clustering_tuning_grid"": {""n_clusters"": [2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15]}}",results/lesion/dim_reduction_clustering/umap/spectral/tuning/26-07_s1.1_d00,"extended spectral tuning_grid (n_clusters up to 15) to verify eigengap suggestion of n~11 for umap, outside the original grid (max 10)"
umap,kmeans,s1.1,d00,28-07-26 18:22,"{""reduction_params"": {""n_neighbors"": 15, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0, ""metric"": ""jaccard""}, ""clustering_base_params"": {""n_clusters"": 6, ""random_state"": 0, ""n_init"": ""auto""}, ""clustering_tuning_grid"": {""n_clusters"": [2, 3, 4, 5, 6, 8, 10]}}",results/lesion/dim_reduction_clustering/umap/kmeans/tuning/28-07_s1.1_d00,"clustering tuning on updated umap embedding (n_neighbors=15, metric=jaccard, was n_neighbors=5/euclidean)"
umap,agglomerative,s1.1,d00,28-07-26 18:22,"{""reduction_params"": {""n_neighbors"": 15, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0, ""metric"": ""jaccard""}, ""clustering_base_params"": {""n_clusters"": 2, ""linkage"": ""ward""}, ""clustering_tuning_grid"": {""n_clusters"": [2, 3, 4, 5, 6, 8, 10]}}",results/lesion/dim_reduction_clustering/umap/agglomerative/tuning/28-07_s1.1_d00,"clustering tuning on updated umap embedding (n_neighbors=15, metric=jaccard, was n_neighbors=5/euclidean)"
umap,gmm,s1.1,d00,28-07-26 18:22,"{""reduction_params"": {""n_neighbors"": 15, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0, ""metric"": ""jaccard""}, ""clustering_base_params"": {""n_components"": 6, ""random_state"": 0}, ""clustering_tuning_grid"": {""n_components"": [2, 3, 4, 5, 6, 8, 10]}}",results/lesion/dim_reduction_clustering/umap/gmm/tuning/28-07_s1.1_d00,"clustering tuning on updated umap embedding (n_neighbors=15, metric=jaccard, was n_neighbors=5/euclidean)"
umap,dbscan,s1.1,d00,28-07-26 18:22,"{""reduction_params"": {""n_neighbors"": 15, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0, ""metric"": ""jaccard""}, ""clustering_base_params"": {""eps"": 0.5, ""min_samples"": 5}, ""clustering_tuning_grid"": {""eps"": [0.3, 0.5, 0.7, 1.0, 1.5, 2.0]}}",results/lesion/dim_reduction_clustering/umap/dbscan/tuning/28-07_s1.1_d00,"clustering tuning on updated umap embedding (n_neighbors=15, metric=jaccard, was n_neighbors=5/euclidean)"
umap,spectral,s1.1,d00,28-07-26 18:22,"{""reduction_params"": {""n_neighbors"": 15, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0, ""metric"": ""jaccard""}, ""clustering_base_params"": {""n_clusters"": 5, ""affinity"": ""nearest_neighbors"", ""n_neighbors"": 50, ""random_state"": 0}, ""clustering_tuning_grid"": {""n_clusters"": [2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15]}}",results/lesion/dim_reduction_clustering/umap/spectral/tuning/28-07_s1.1_d00,"clustering tuning on updated umap embedding (n_neighbors=15, metric=jaccard, was n_neighbors=5/euclidean)"
umap,kmeans,s1.1,d00,28-07-26 19:07,"{""reduction_params"": {""n_neighbors"": 15, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0, ""metric"": ""jaccard""}, ""clustering_base_params"": {""n_clusters"": 6, ""random_state"": 0, ""n_init"": ""auto""}, ""clustering_tuning_grid"": {""n_clusters"": [2, 3, 4, 5, 6, 8, 10]}}",results/lesion/dim_reduction_clustering/umap/kmeans/tuning/28-07_s1.1_d00,"clustering tuning on updated umap embedding (n_neighbors=15, metric=jaccard, was n_neighbors=5/euclidean)"
umap,agglomerative,s1.1,d00,28-07-26 19:07,"{""reduction_params"": {""n_neighbors"": 15, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0, ""metric"": ""jaccard""}, ""clustering_base_params"": {""n_clusters"": 2, ""linkage"": ""ward""}, ""clustering_tuning_grid"": {""n_clusters"": [2, 3, 4, 5, 6, 8, 10], ""linkage"": [""ward"", ""complete"", ""average"", ""single""]}}",results/lesion/dim_reduction_clustering/umap/agglomerative/tuning/28-07_s1.1_d00,"clustering tuning on updated umap embedding (n_neighbors=15, metric=jaccard, was n_neighbors=5/euclidean)"
umap,gmm,s1.1,d00,28-07-26 19:07,"{""reduction_params"": {""n_neighbors"": 15, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0, ""metric"": ""jaccard""}, ""clustering_base_params"": {""n_components"": 6, ""random_state"": 0}, ""clustering_tuning_grid"": {""n_components"": [2, 3, 4, 5, 6, 8, 10], ""covariance_type"": [""full"", ""tied"", ""diag"", ""spherical""]}}",results/lesion/dim_reduction_clustering/umap/gmm/tuning/28-07_s1.1_d00,"clustering tuning on updated umap embedding (n_neighbors=15, metric=jaccard, was n_neighbors=5/euclidean)"
umap,dbscan,s1.1,d00,28-07-26 19:07,"{""reduction_params"": {""n_neighbors"": 15, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0, ""metric"": ""jaccard""}, ""clustering_base_params"": {""eps"": 0.5, ""min_samples"": 5}, ""clustering_tuning_grid"": {""eps"": [0.3, 0.5, 0.7, 1.0, 1.5, 2.0], ""min_samples"": [3, 5, 10]}}",results/lesion/dim_reduction_clustering/umap/dbscan/tuning/28-07_s1.1_d00,"clustering tuning on updated umap embedding (n_neighbors=15, metric=jaccard, was n_neighbors=5/euclidean)"
umap,spectral,s1.1,d00,28-07-26 19:07,"{""reduction_params"": {""n_neighbors"": 15, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0, ""metric"": ""jaccard""}, ""clustering_base_params"": {""n_clusters"": 5, ""affinity"": ""nearest_neighbors"", ""n_neighbors"": 50, ""random_state"": 0}, ""clustering_tuning_grid"": {""n_clusters"": [2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15], ""n_neighbors"": [10, 30, 50, 100]}}",results/lesion/dim_reduction_clustering/umap/spectral/tuning/28-07_s1.1_d00,"clustering tuning on updated umap embedding (n_neighbors=15, metric=jaccard, was n_neighbors=5/euclidean)"
umap,kmeans,s1.1,d00,28-07-26 21:44,"{""reduction_params"": {""n_neighbors"": 15, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0, ""metric"": ""jaccard""}, ""clustering_base_params"": {""n_clusters"": 6, ""random_state"": 0, ""n_init"": ""auto""}, ""clustering_tuning_grid"": {""n_clusters"": [2, 3, 4, 5, 6, 8, 10]}}",results/lesion/dim_reduction_clustering/umap/kmeans/tuning/28-07_s1.1_d00,"clustering tuning on updated umap embedding (n_neighbors=15, metric=jaccard, was n_neighbors=5/euclidean)"
umap,agglomerative,s1.1,d00,28-07-26 21:44,"{""reduction_params"": {""n_neighbors"": 15, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0, ""metric"": ""jaccard""}, ""clustering_base_params"": {""n_clusters"": 2, ""linkage"": ""ward""}, ""clustering_tuning_grid"": {""n_clusters"": [2, 3, 4, 5, 6, 8, 10], ""linkage"": [""ward"", ""complete"", ""average"", ""single""]}}",results/lesion/dim_reduction_clustering/umap/agglomerative/tuning/28-07_s1.1_d00,"clustering tuning on updated umap embedding (n_neighbors=15, metric=jaccard, was n_neighbors=5/euclidean)"
umap,gmm,s1.1,d00,28-07-26 21:44,"{""reduction_params"": {""n_neighbors"": 15, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0, ""metric"": ""jaccard""}, ""clustering_base_params"": {""n_components"": 6, ""random_state"": 0}, ""clustering_tuning_grid"": {""n_components"": [2, 3, 4, 5, 6, 8, 10], ""covariance_type"": [""full"", ""tied"", ""diag"", ""spherical""]}}",results/lesion/dim_reduction_clustering/umap/gmm/tuning/28-07_s1.1_d00,"clustering tuning on updated umap embedding (n_neighbors=15, metric=jaccard, was n_neighbors=5/euclidean)"
umap,dbscan,s1.1,d00,28-07-26 21:44,"{""reduction_params"": {""n_neighbors"": 15, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0, ""metric"": ""jaccard""}, ""clustering_base_params"": {""eps"": 0.5, ""min_samples"": 5}, ""clustering_tuning_grid"": {""eps"": [0.3, 0.5, 0.7, 1.0, 1.5, 2.0], ""min_samples"": [3, 5, 10]}}",results/lesion/dim_reduction_clustering/umap/dbscan/tuning/28-07_s1.1_d00,"clustering tuning on updated umap embedding (n_neighbors=15, metric=jaccard, was n_neighbors=5/euclidean)"
umap,spectral,s1.1,d00,28-07-26 21:44,"{""reduction_params"": {""n_neighbors"": 15, ""min_dist"": 0.0, ""n_components"": 2, ""random_state"": 0, ""metric"": ""jaccard""}, ""clustering_base_params"": {""n_clusters"": 5, ""affinity"": ""nearest_neighbors"", ""n_neighbors"": 50, ""random_state"": 0}, ""clustering_tuning_grid"": {""n_clusters"": [2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15], ""n_neighbors"": [10, 30, 50, 100]}}",results/lesion/dim_reduction_clustering/umap/spectral/tuning/28-07_s1.1_d00,"clustering tuning on updated umap embedding (n_neighbors=15, metric=jaccard, was n_neighbors=5/euclidean)"
